question,engaging
"Beliefs about one God; the virgin birth; miracles; atonement for sins through the death, burial, and bodily resurrection of Jesus are examples of what?",0
"""Crisis"" comes from a Greek word meaning what?",0
When did Baptists become embroiled in the controversy over slavery in the United States?,0
"When did black Baptists began to organize separate churches, associations and mission agencies?",0
Where did Baptist missionaries take an active role in the anti-slavery movement?,0
When did the Southern Baptist Convention vote to adopt a resolution renouncing its racist roots?,0
What sought to reset the ecclesiastical separation which had characterized the old Baptist churches?,0
The Southern Baptist Convention adhered to what as its official position?,0
What does child labour deprive children of?,0
What year did sub-saharan Africa have the highest rates of child labour?,0
Was there a period when child labour was essential?,0
On average how many weekly hours did a domestic servant put in?,0
How many families were without a bread winner?,0
During the 19th century was there any advocates for the working children?,0
When were young boys employed in the glass making industries?,0
Where was photographer Lewis Hine employed?,0
Why would families perfer labour done at the home as opposed to the factory?,0
What time were home manufactoring activities for children taking place?,0
Does child labour exist in the 21st century?,0
What country has the highest percentage of child labour?,0
Where is present day child labour stats unclear?,0
According to the Maplecroft Child Labour Index how many countries post risks for child labour?,0
What is the main reason for children today to be in the work force?,0
Throughout European history was child labour seen as a positive?,0
"Biggeri and Mehrotra studied primarily Asia nations including India, Pakistan, Indonesia, Philippines and what other country?",0
How many children were employed on colonial plantations?,0
Where did the British turn a blind eye to child labour?,0
Where do African children find their first jobs?,0
Where did children from urban areas primarily work?,0
What country is still an issue today with regards to child labour?,0
In 1888 what country were child convicts sent to the most?,0
When was Brazil colonized?,0
What is the min working age in Brazil?,0
In 1999 how many children were working illegally in Brazil?,0
If not forced why did children work?,0
What type of support did child give to their families by working?,0
What became an issue for the working child?,0
"When was the UN General Assembly of the International Covenant on Economic, Social and Cultural Rights enacted?",0
When did the English East India Company defeat Siraj-ud-Daula?,0
How much of the world's child labour does India's workers contribute to?,0
When did the Geneva Declaration of the Right of Children Act pass?,0
When were students used as workers?,0
What former Soviet Union continued child labour programs?,0
What is Kaminfegerkinder?,0
What happened at Verdingkinder auctions?,0
How many countries have signed the Worst Forms Convention 183 (C182)?,0
What did the United Nations take charge of with regards to child labour?,0
What did the United States pass in 2004?,0
What happened in the European Union in 1996?,0
What does child labour do for adults?,0
"What do some scholars agress is the ""disease"" of child labour?",0
What caused child labour to decrease in the 20th century?,0
Who reported Ivory Coast farmers usage of child labour?,0
What migrants worked on the Ivory Coast?,0
What industry was accused of profiting from child labour?,0
What type of agreement was the 2001 Harkin-Engel Protocol?,0
Who was the supplier of copper and cobalt to China?,0
What did the BBC say that Glencore used child labour for in 2012?,0
What is another source of mining dangerous to children workers?,0
How many minors did Agriprocessors employ?,0
Who accused H&M of using products made by child labours?,0
Who did the BBC in 2008 report as using child labor?,0
How many years was Primark investigated for?,0
What do some feel may happen if child labour products were completely rejected by society as a whole?,0
Where did children work prior to the Industrial Revolution?,0
Where is Thomas DeGregori from?,0
What is benefical work for children?,0
What is a natural process of child development?,0
What hinders schooling for child labourers?,0
How many main geographical sections make up North Carolina?,0
What do you call the line that marks the elevation that waterfalls first appear on rivers?,0
The weatern part of North Carolina is part of what mountain range?,0
What ocean influinces the climate of North Carolinas coastal plain?,0
What region of North Carolina has hotter summers and colder winters than the coast?,0
The Piedmont is colder than the coast in what season?,0
What mountain range makes up the coolest part of North Carolina?,0
Hoe often do hurricanes hit North Carolina?,0
How many tornadoes does North Carolina have per year?,0
During what time period did people buid earth mounds used for religious and ceremonial purposes?,0
What was another name for Blackbeard?,0
North carolina and Sounth Carolina together were known as what?,0
What was the state capital of North Carolina in 1722?,0
What state made the smallest contribution to the revolutionary war of any state?,0
After what year did cotton and tobacco become important crops in North Carolina?,0
What year was the confederacy defeated?,0
What political party was elected to the legislature and Governors office?,0
